"cdCliente","Cliente","CanalAtendimento","cdCidade"
"51893","Cliente 6107","MERCEARIA","88"
"51894","Cliente 7229","SM DE 02 A 04 CHECK-OUT","160"
"51911","Cliente 5140","SM DE 02 A 04 CHECK-OUT","160"
"51913","Cliente 6423","SM DE 02 A 04 CHECK-OUT","33"
"51919","Cliente 5462","CONFEITARIA/PANIFICADORA","33"
"51922","Cliente 284","SM DE 02 A 04 CHECK-OUT","33"
"51930","Cliente 6166","SM DE 02 A 04 CHECK-OUT","88"
"51955","Cliente 5227","SM DE 02 A 04 CHECK-OUT","79"
"51968","Cliente 6372","MERCEARIA","34"
"51974","Cliente 9396","CONFEITARIA/PANIFICADORA","160"
"51976","Cliente 1706","SM DE 02 A 04 CHECK-OUT","65"
"51980","Cliente 4830","MERCEARIA","88"
"51990","Cliente 3085","SM DE 02 A 04 CHECK-OUT","120"
"51991","Cliente 4897","SM DE 02 A 04 CHECK-OUT","23"
"52001","Cliente 3369","SM DE 02 A 04 CHECK-OUT","164"
"52015","Cliente 6027","SM DE 02 A 04 CHECK-OUT","125"
"52029","Cliente 6519","SM DE 02 A 04 CHECK-OUT","79"
"52042","Cliente 4813","MERCEARIA","52"
"52053","Cliente 6686","RESTAURANTE","52"
"52055","Cliente 10370","SM DE 10 A 19 CHECK-OUT","110"
"52057","Cliente 7789","FARMACIA/DROGARIA","81"
"52059","Cliente 4263","SM DE 02 A 04 CHECK-OUT","79"
"52071","Cliente 10953","ACOUGUE/VERDUREIRA","168"
"52074","Cliente 9577","MERCEARIA","34"
"52076","Cliente 8853","CONFEITARIA/PANIFICADORA","67"
"52084","Cliente 8257","CINE FOTO","68"
"52086","Cliente 9085","MERCEARIA","86"
"52125","Cliente 5640","RESTAURANTE","21"
"52129","Cliente 7533","CONFEITARIA/PANIFICADORA","63"
"52139","Cliente 7344","SM DE 05 A 09 CHECK-OUT","47"
"52148","Cliente 7960","SM DE 02 A 04 CHECK-OUT","112"
"52164","Cliente 7641","SM DE 10 A 19 CHECK-OUT","125"
"52166","Cliente 5945","SM DE 02 A 04 CHECK-OUT","86"
"52167","Cliente 6139","SM DE 02 A 04 CHECK-OUT","112"
"52169","Cliente 3098","SM DE 10 A 19 CHECK-OUT","62"
"52181","Cliente 1562","SM DE 02 A 04 CHECK-OUT","100"
"52182","Cliente 4399","MERCEARIA","29"
"52186","Cliente 4686","CONFEITARIA/PANIFICADORA","139"
"52201","Cliente 11505","MERCEARIA","70"
"52220","Cliente 6197","ACOUGUE/VERDUREIRA","79"
"52225","Cliente 4001","CONFEITARIA/PANIFICADORA","160"
"52229","Cliente 9856","MERCEARIA","137"
"52245","Cliente 2978","CONVENIENCIA","52"
"52247","Cliente 2485","BARES TRADICIONAIS","52"
"52251","Cliente 670","SM DE 02 A 04 CHECK-OUT","52"
"52267","Cliente 4419","SM DE 02 A 04 CHECK-OUT","52"
"52281","Cliente 490","ACOUGUE/VERDUREIRA","75"
"52287","Cliente 9222","SM DE 02 A 04 CHECK-OUT","81"
"52292","Cliente 5131","SM DE 02 A 04 CHECK-OUT","81"
"52294","Cliente 5138","MERCEARIA","36"
"52304","Cliente 637","SM DE 02 A 04 CHECK-OUT","95"
"52317","Cliente 4427","SM DE 02 A 04 CHECK-OUT","16"
"52331","Cliente 4499","SM DE 05 A 09 CHECK-OUT","83"
"52333","Cliente 2202","BARES TRADICIONAIS","82"
"52334","Cliente 3281","SM DE 02 A 04 CHECK-OUT","160"
"52341","Cliente 1","SM DE 02 A 04 CHECK-OUT","160"
"52356","Cliente 9800","SM DE 02 A 04 CHECK-OUT","104"
"52360","Cliente 352","MERCEARIA","52"
"52365","Cliente 8431","CONFEITARIA/PANIFICADORA","79"
"52370","Cliente 489","ACOUGUE/VERDUREIRA","52"
"52373","Cliente 7457","MERCEARIA","86"
"52377","Cliente 1994","CONFEITARIA/PANIFICADORA","45"
"52381","Cliente 1940","CONVENIENCIA","52"
"52387","Cliente 6459","CONFEITARIA/PANIFICADORA","144"
"52403","Cliente 2047","SM DE 02 A 04 CHECK-OUT","77"
"52405","Cliente 3739","SM DE 02 A 04 CHECK-OUT","140"
"52413","Cliente 3386","MERCEARIA","152"
"52415","Cliente 5577","MERCEARIA","38"
"52433","Cliente 2001","CONFEITARIA/PANIFICADORA","114"
"52435","Cliente 2212","MERCEARIA","52"
"52437","Cliente 10914","SM DE 02 A 04 CHECK-OUT","28"
"52444","Cliente 5024","BARES TRADICIONAIS","79"
"52452","Cliente 5483","ACOUGUE/VERDUREIRA","79"
"52453","Cliente 2274","SM DE 02 A 04 CHECK-OUT","79"
"52457","Cliente 3320","CONVENIENCIA","79"
"52459","Cliente 2184","SM DE 02 A 04 CHECK-OUT","125"
"52463","Cliente 8264","ACOUGUE/VERDUREIRA","79"
"52467","Cliente 7435","CONFEITARIA/PANIFICADORA","25"
"52480","Cliente 6450","BANCA DE REVISTA","52"
"52498","Cliente 4738","SM DE 02 A 04 CHECK-OUT","31"
"52510","Cliente 2329","BARES TRADICIONAIS","164"
"52529","Cliente 5954","MERCEARIA","17"
"52547","Cliente 3802","BARES TRADICIONAIS","47"
"52571","Cliente 2767","SM DE 05 A 09 CHECK-OUT","29"
"52574","Cliente 9313","SM DE 02 A 04 CHECK-OUT","52"
"52583","Cliente 5162","CONFEITARIA/PANIFICADORA","17"
"52599","Cliente 11549","SM DE 02 A 04 CHECK-OUT","79"
"52611","Cliente 4741","CONFEITARIA/PANIFICADORA","79"
"52618","Cliente 1272","AGROPECUARIA/CACA E PESCA","52"
"52647","Cliente 11581","FARMACIA/DROGARIA","104"
"52676","Cliente 11396","LABORATORIO/CLINICA/HOSPITAL","79"
"52691","Cliente 6848","CONFEITARIA/PANIFICADORA","71"
"52708","Cliente 7093","BARES TRADICIONAIS","77"
"52726","Cliente 2030","SM DE 05 A 09 CHECK-OUT","81"
"52742","Cliente 3966","RESTAURANTE","93"
"52744","Cliente 9968","SM DE 02 A 04 CHECK-OUT","81"
"52759","Cliente 4498","SM DE 05 A 09 CHECK-OUT","92"
"52764","Cliente 3204","HOTEL/MOTEL","33"
"52784","Cliente 8865","BOMBONIERE/BAZAR","25"
"52788","Cliente 7692","SM DE 02 A 04 CHECK-OUT","88"
"52792","Cliente 6264","MERCEARIA","19"
"52799","Cliente 10414","CONVENIENCIA","116"
"52802","Cliente 582","SM DE 02 A 04 CHECK-OUT","155"
"52804","Cliente 10421","SM DE 05 A 09 CHECK-OUT","88"
"52805","Cliente 2337","MERCEARIA","75"
"52809","Cliente 9623","HOTEL/MOTEL","71"
"52811","Cliente 3355","SM DE 05 A 09 CHECK-OUT","71"
"52817","Cliente 1906","SM DE 02 A 04 CHECK-OUT","79"
"52868","Cliente 8529","SM DE 02 A 04 CHECK-OUT","137"
"52878","Cliente 7576","SM DE 02 A 04 CHECK-OUT","25"
"52880","Cliente 3103","CONFEITARIA/PANIFICADORA","25"
"52891","Cliente 11477","MERCEARIA","114"
"52909","Cliente 2051","BARES TRADICIONAIS","118"
"52927","Cliente 3613","MERCEARIA","114"
"52935","Cliente 1391","BANCA DE REVISTA","137"
"52965","Cliente 3770","CONFEITARIA/PANIFICADORA","79"
"52986","Cliente 1611","CONFEITARIA/PANIFICADORA","25"
"52988","Cliente 67","SM DE 02 A 04 CHECK-OUT","25"
"52997","Cliente 6190","BARES TRADICIONAIS","88"
"53008","Cliente 10852","MERCEARIA","47"
"53016","Cliente 4606","ACOUGUE/VERDUREIRA","71"
"53028","Cliente 9903","BARES TRADICIONAIS","25"
"53040","Cliente 9592","HOTEL/MOTEL","114"
"53046","Cliente 4458","CONFEITARIA/PANIFICADORA","79"
"53059","Cliente 8970","CONFEITARIA/PANIFICADORA","25"
"53091","Cliente 5284","SM DE 02 A 04 CHECK-OUT","139"
"53111","Cliente 5135","BARES TRADICIONAIS","52"
"53113","Cliente 6381","ACOUGUE/VERDUREIRA","71"
"53125","Cliente 6467","LIVRARIA/PAPELARIA","77"
"53133","Cliente 273","CONFEITARIA/PANIFICADORA","144"
"53137","Cliente 30","SM DE 02 A 04 CHECK-OUT","84"
"53151","Cliente 1696","SM DE 02 A 04 CHECK-OUT","33"
"53155","Cliente 8806","SM DE 02 A 04 CHECK-OUT","25"
"53173","Cliente 1161","CONFEITARIA/PANIFICADORA","151"
"53183","Cliente 10702","SM DE 02 A 04 CHECK-OUT","55"
"53185","Cliente 1833","MERCEARIA","52"
"53195","Cliente 1015","CONFEITARIA/PANIFICADORA","52"
"53217","Cliente 7016","ACOUGUE/VERDUREIRA","160"
"53222","Cliente 1996","CONFEITARIA/PANIFICADORA","25"
"53227","Cliente 4754","SM DE 02 A 04 CHECK-OUT","144"
"53249","Cliente 3498","SM DE 02 A 04 CHECK-OUT","25"
"53257","Cliente 3053","ACOUGUE/VERDUREIRA","160"
"53261","Cliente 10378","SM DE 02 A 04 CHECK-OUT","19"
"53280","Cliente 5870","CONFEITARIA/PANIFICADORA","79"
"53292","Cliente 534","BARES TRADICIONAIS","28"
"53294","Cliente 3057","CONFEITARIA/PANIFICADORA","25"
"53319","Cliente 3275","BARES TRADICIONAIS","77"
"53366","Cliente 10748","RESTAURANTE","114"
"53382","Cliente 9848","SM DE 10 A 19 CHECK-OUT","63"
"53384","Cliente 1964","SM ACIMA DE 20 CHECK-OUT","10"
"53385","Cliente 8415","SM DE 10 A 19 CHECK-OUT","10"
"53397","Cliente 3778","MERCEARIA","144"
"53399","Cliente 5254","AGROPECUARIA/CACA E PESCA","92"
"53405","Cliente 394","SM DE 05 A 09 CHECK-OUT","47"
"53407","Cliente 8525","SM DE 05 A 09 CHECK-OUT","96"
"53418","Cliente 27","SM DE 02 A 04 CHECK-OUT","47"
"53420","Cliente 7111","SM DE 02 A 04 CHECK-OUT","47"
"53421","Cliente 7777","CONFEITARIA/PANIFICADORA","25"
"53423","Cliente 493","SM DE 02 A 04 CHECK-OUT","25"
"53427","Cliente 962","SM DE 05 A 09 CHECK-OUT","63"
"53428","Cliente 8590","SM DE 02 A 04 CHECK-OUT","47"
"53431","Cliente 10268","SM DE 05 A 09 CHECK-OUT","164"
"53436","Cliente 8765","CONFEITARIA/PANIFICADORA","25"
"53439","Cliente 1504","SM DE 05 A 09 CHECK-OUT","31"
"53445","Cliente 7800","SM DE 02 A 04 CHECK-OUT","160"
"53448","Cliente 4880","SM DE 02 A 04 CHECK-OUT","79"
"53452","Cliente 3108","MERCEARIA","25"
"53454","Cliente 3569","SM ACIMA DE 20 CHECK-OUT","47"
"53456","Cliente 3761","ACOUGUE/VERDUREIRA","47"
"53461","Cliente 20","SM DE 10 A 19 CHECK-OUT","47"
"53465","Cliente 2660","CONFEITARIA/PANIFICADORA","114"
"53468","Cliente 10528","SM DE 05 A 09 CHECK-OUT","96"
"53484","Cliente 10586","ACOUGUE/VERDUREIRA","101"
"53486","Cliente 4976","SM DE 05 A 09 CHECK-OUT","161"
"53489","Cliente 10769","SM DE 02 A 04 CHECK-OUT","161"
"53495","Cliente 56","SM DE 05 A 09 CHECK-OUT","79"
"53500","Cliente 5795","SM ACIMA DE 20 CHECK-OUT","151"
"53510","Cliente 9315","MERCEARIA","137"
"53524","Cliente 3144","SM DE 02 A 04 CHECK-OUT","56"
"53527","Cliente 6129","SM DE 02 A 04 CHECK-OUT","81"
"53531","Cliente 6303","SM DE 05 A 09 CHECK-OUT","101"
"53538","Cliente 6424","CONFEITARIA/PANIFICADORA","61"
"53539","Cliente 7877","SM ACIMA DE 20 CHECK-OUT","82"
"53546","Cliente 2426","SM DE 02 A 04 CHECK-OUT","66"
"53554","Cliente 11412","RESTAURANTE","25"
"53564","Cliente 4621","SM DE 05 A 09 CHECK-OUT","150"
"53572","Cliente 3997","ATACADO","79"
"53579","Cliente 8545","CINE FOTO","66"
"53581","Cliente 5920","SM DE 05 A 09 CHECK-OUT","54"
"53597","Cliente 7695","SM DE 05 A 09 CHECK-OUT","53"
"53601","Cliente 8715","SM DE 05 A 09 CHECK-OUT","10"
"53603","Cliente 8869","BARES TRADICIONAIS","25"
"53605","Cliente 1831","BARES TRADICIONAIS","52"
"53616","Cliente 10678","SM DE 05 A 09 CHECK-OUT","146"
"53622","Cliente 3285","SM DE 10 A 19 CHECK-OUT","37"
"53626","Cliente 4886","MERCEARIA","25"
"53635","Cliente 6287","INDUSTRIA/EMPRESA","139"
"53655","Cliente 11458","SM DE 02 A 04 CHECK-OUT",""
"53656","Cliente 4066","CONFEITARIA/PANIFICADORA","144"
"53658","Cliente 9051","SM DE 02 A 04 CHECK-OUT","122"
"53671","Cliente 8673","SORVETERIA","54"
"53697","Cliente 1657","MERCEARIA","50"
"53706","Cliente 878","RESTAURANTE","71"
"53725","Cliente 7963","CONFEITARIA/PANIFICADORA","72"
"53726","Cliente 9386","CONFEITARIA/PANIFICADORA","71"
"53727","Cliente 8901","SM DE 02 A 04 CHECK-OUT","46"
"53735","Cliente 8121","SM DE 05 A 09 CHECK-OUT","79"
"53752","Cliente 327","RESTAURANTE","55"
"53778","Cliente 9071","ATACADO","79"
"53781","Cliente 8776","SM DE 05 A 09 CHECK-OUT","87"
"53788","Cliente 6240","SM DE 02 A 04 CHECK-OUT","160"
"53792","Cliente 7717","SM DE 05 A 09 CHECK-OUT","81"
"53807","Cliente 74","ACOUGUE/VERDUREIRA","77"
"53817","Cliente 10176","SM DE 02 A 04 CHECK-OUT","98"
"53820","Cliente 2394","RESTAURANTE","56"
"53858","Cliente 3354","MERCEARIA","60"
"53878","Cliente 4082","RESTAURANTE","137"
"53927","Cliente 4767","SM DE 02 A 04 CHECK-OUT","33"
"53944","Cliente 10241","MERCEARIA","87"
"53946","Cliente 7055","MERCEARIA","160"
"53972","Cliente 4436","CONFEITARIA/PANIFICADORA","52"
"54003","Cliente 10818","ACOUGUE/VERDUREIRA","98"
"54006","Cliente 5158","BARES TRADICIONAIS","52"
"54017","Cliente 8494","ACOUGUE/VERDUREIRA","24"
"54045","Cliente 6939","CONFEITARIA/PANIFICADORA","71"
"54051","Cliente 5183","BARES TRADICIONAIS","25"
"54061","Cliente 2315","MERCEARIA","81"
"54086","Cliente 10315","SM DE 02 A 04 CHECK-OUT","139"
"54088","Cliente 4735","SM DE 02 A 04 CHECK-OUT","25"
"54090","Cliente 4006","SM DE 02 A 04 CHECK-OUT","95"
"54092","Cliente 2743","MERCEARIA","25"
"54096","Cliente 7294","SM DE 02 A 04 CHECK-OUT","148"
"54101","Cliente 11136","CONFEITARIA/PANIFICADORA","56"
"54133","Cliente 9851","SM ACIMA DE 20 CHECK-OUT","52"
"54137","Cliente 10758","SM DE 02 A 04 CHECK-OUT","79"
"54164","Cliente 4788","CONFEITARIA/PANIFICADORA","25"
"54179","Cliente 3481","SM DE 02 A 04 CHECK-OUT","137"
"54181","Cliente 3944","SM DE 02 A 04 CHECK-OUT","47"
"54183","Cliente 4462","SM ACIMA DE 20 CHECK-OUT","63"
"54185","Cliente 7504","MERCEARIA","47"
"54187","Cliente 603","MERCEARIA","47"
"54189","Cliente 181","SM DE 02 A 04 CHECK-OUT","19"
"54191","Cliente 6276","TERCEIROS","100"
"54192","Cliente 7501","MERCEARIA","79"
"54230","Cliente 7643","BARES TRADICIONAIS","52"
"54234","Cliente 197","RESTAURANTE","81"
"54236","Cliente 10495","SM DE 02 A 04 CHECK-OUT","31"
"54238","Cliente 1066","RESTAURANTE","79"
"54246","Cliente 4429","MERCEARIA","114"
"54249","Cliente 794","CONFEITARIA/PANIFICADORA","47"
"54255","Cliente 7898","SM DE 02 A 04 CHECK-OUT","21"
"54259","Cliente 6005","SM DE 02 A 04 CHECK-OUT","79"
"54261","Cliente 3160","CONFEITARIA/PANIFICADORA","52"
"54265","Cliente 36","CONFEITARIA/PANIFICADORA","79"
"54330","Cliente 8236","SM DE 02 A 04 CHECK-OUT","79"
"54331","Cliente 6996","CASA DE FERRAGENS","38"
"54340","Cliente 5151","BARES TRADICIONAIS","10"
"54368","Cliente 1633","SM DE 02 A 04 CHECK-OUT","155"
"54372","Cliente 4091","SM DE 02 A 04 CHECK-OUT","84"
"54375","Cliente 7837","CONVENIENCIA","88"
"54403","Cliente 3658","SM DE 02 A 04 CHECK-OUT","52"
"54421","Cliente 5660","SM DE 02 A 04 CHECK-OUT","79"
"54425","Cliente 2444","MERCEARIA","49"
"54429","Cliente 4607","MERCEARIA","88"
"54431","Cliente 3168","SM DE 02 A 04 CHECK-OUT","162"
"54441","Cliente 10020","CONFEITARIA/PANIFICADORA","25"
"54451","Cliente 9821","BARES TRADICIONAIS","31"
"54459","Cliente 1415","RESTAURANTE","47"
"54475","Cliente 5318","BARES TRADICIONAIS","136"
"54479","Cliente 9299","SM DE 02 A 04 CHECK-OUT","79"
"54485","Cliente 6238","BARES TRADICIONAIS","79"
"54494","Cliente 845","ACOUGUE/VERDUREIRA","31"
"54500","Cliente 1678","BARES TRADICIONAIS","82"
"54510","Cliente 434","MERCEARIA","19"
"54512","Cliente 3282","SM DE 02 A 04 CHECK-OUT","101"
"54543","Cliente 6982","CONFEITARIA/PANIFICADORA","25"
"54545","Cliente 10838","CONFEITARIA/PANIFICADORA","53"
"54576","Cliente 6380","BARES TRADICIONAIS","71"
"54586","Cliente 9195","MERCEARIA","160"
"54588","Cliente 8707","BARES TRADICIONAIS","47"
"54590","Cliente 2127","QUIOSQUES","47"
"54593","Cliente 2672","BARES TRADICIONAIS","3"
"54595","Cliente 2797","QUIOSQUES","52"
"54600","Cliente 7686","CONFEITARIA/PANIFICADORA","79"
"54610","Cliente 649","CONFEITARIA/PANIFICADORA","71"
"54625","Cliente 5913","CONFEITARIA/PANIFICADORA","101"
"54633","Cliente 10163","SM DE 02 A 04 CHECK-OUT","71"
"54640","Cliente 7704","CONFEITARIA/PANIFICADORA","33"
"54644","Cliente 3348","CONFEITARIA/PANIFICADORA","25"
"54671","Cliente 2155","HOTEL/MOTEL","63"
"54675","Cliente 1490","SM DE 05 A 09 CHECK-OUT","20"
"54681","Cliente 145","SM DE 02 A 04 CHECK-OUT","56"
"54692","Cliente 4900","CONFEITARIA/PANIFICADORA","47"
"54700","Cliente 187","MERCEARIA","33"
"54702","Cliente 4441","SM DE 02 A 04 CHECK-OUT","33"
"54704","Cliente 7302","MERCEARIA","60"
"54708","Cliente 10706","SM DE 02 A 04 CHECK-OUT","10"
"54734","Cliente 3448","SM DE 05 A 09 CHECK-OUT","142"
"54751","Cliente 4430","SM DE 02 A 04 CHECK-OUT","52"
"54753","Cliente 511","CONFEITARIA/PANIFICADORA","44"
"54763","Cliente 8939","MERCEARIA","93"
"54779","Cliente 5433","MERCEARIA","136"
"54781","Cliente 2621","MERCEARIA","33"
"54783","Cliente 2691","CONFEITARIA/PANIFICADORA","144"
"54801","Cliente 9196","CONFEITARIA/PANIFICADORA","144"
"54843","Cliente 3475","LIVRARIA/PAPELARIA","115"
"54863","Cliente 1808","SM DE 02 A 04 CHECK-OUT","33"
"54871","Cliente 5817","SM DE 02 A 04 CHECK-OUT","144"
"54892","Cliente 2183","CONFEITARIA/PANIFICADORA","25"
"54911","Cliente 4514","BANCA DE REVISTA","52"
"54928","Cliente 2243","SM DE 02 A 04 CHECK-OUT","79"
"54942","Cliente 1809","SM DE 02 A 04 CHECK-OUT","74"
"54945","Cliente 10313","SM DE 02 A 04 CHECK-OUT","79"
"54959","Cliente 120","SM DE 02 A 04 CHECK-OUT","55"
"54963","Cliente 8716","SM DE 02 A 04 CHECK-OUT","93"
"54971","Cliente 5301","MERCEARIA","52"
"54977","Cliente 238","CONFEITARIA/PANIFICADORA","79"
"54983","Cliente 1903","ACOUGUE/VERDUREIRA","64"
"55003","Cliente 15","MERCEARIA","72"
"55005","Cliente 10157","CONVENIENCIA","84"
"55011","Cliente 8532","MERCEARIA","25"
"55013","Cliente 6991","BARES TRADICIONAIS","79"
"55016","Cliente 8722","SM DE 02 A 04 CHECK-OUT","56"
"55060","Cliente 6612","ACOUGUE/VERDUREIRA","79"
"55070","Cliente 89","SM DE 02 A 04 CHECK-OUT","52"
"55083","Cliente 3467","BOMBONIERE/BAZAR","52"
"55096","Cliente 6305","SM DE 02 A 04 CHECK-OUT","71"
"55113","Cliente 10258","SM DE 02 A 04 CHECK-OUT","2"
"55114","Cliente 2507","MERCEARIA","124"
"55131","Cliente 4465","MERCEARIA","72"
"55141","Cliente 729","RESTAURANTE","38"
"55159","Cliente 2173","CONFEITARIA/PANIFICADORA","25"
"55161","Cliente 2042","SM DE 02 A 04 CHECK-OUT","139"
"55166","Cliente 3655","SM DE 02 A 04 CHECK-OUT","25"
"55168","Cliente 3455","SM DE 02 A 04 CHECK-OUT","160"
"55170","Cliente 9040","LIVRARIA/PAPELARIA","25"
"55180","Cliente 7101","BARES TRADICIONAIS","52"
"55196","Cliente 6145","MERCEARIA","25"
"55198","Cliente 4517","SM DE 02 A 04 CHECK-OUT","128"
"55203","Cliente 7962","CONFEITARIA/PANIFICADORA","71"
"55208","Cliente 5207","MERCEARIA","160"
"55218","Cliente 11273","SM DE 02 A 04 CHECK-OUT","79"
"55225","Cliente 3423","SM DE 02 A 04 CHECK-OUT","102"
"55228","Cliente 11242","MERCEARIA","25"
"55230","Cliente 2997","SM DE 05 A 09 CHECK-OUT","7"
"55238","Cliente 1523","BARES TRADICIONAIS","47"
"55241","Cliente 4748","SM DE 02 A 04 CHECK-OUT","123"
"55242","Cliente 1844","SM DE 02 A 04 CHECK-OUT","131"
"55252","Cliente 7486","SM DE 05 A 09 CHECK-OUT","62"
"55264","Cliente 10290","SM DE 02 A 04 CHECK-OUT","168"
"55265","Cliente 492","SM DE 02 A 04 CHECK-OUT","49"
"55270","Cliente 4228","RESTAURANTE","71"
"55275","Cliente 4940","SM DE 02 A 04 CHECK-OUT","80"
"55289","Cliente 4579","SM DE 02 A 04 CHECK-OUT","56"
"55295","Cliente 4692","MERCEARIA","32"
"55300","Cliente 7409","RESTAURANTE","79"
"55314","Cliente 3023","CONFEITARIA/PANIFICADORA","70"
"55318","Cliente 8537","SM DE 02 A 04 CHECK-OUT","25"
"55333","Cliente 10264","SM DE 02 A 04 CHECK-OUT","82"
"55340","Cliente 1067","CONFEITARIA/PANIFICADORA","82"
"55356","Cliente 245","CONFEITARIA/PANIFICADORA","25"
"55366","Cliente 8405","VIDEO LOCADORA","47"
"55369","Cliente 1813","MERCEARIA","25"
"55375","Cliente 10445","SM DE 02 A 04 CHECK-OUT","25"
"55384","Cliente 8483","SM DE 02 A 04 CHECK-OUT","109"
"55388","Cliente 1726","SM DE 02 A 04 CHECK-OUT","160"
"55394","Cliente 9026","SM DE 02 A 04 CHECK-OUT","29"
"55416","Cliente 5927","SM DE 02 A 04 CHECK-OUT","56"
"55430","Cliente 1531","MERCEARIA","82"
"55432","Cliente 3297","SM DE 02 A 04 CHECK-OUT","82"
"55446","Cliente 346","ACOUGUE/VERDUREIRA","98"
"55454","Cliente 4908","SM DE 02 A 04 CHECK-OUT","73"
"55465","Cliente 10790","SM DE 02 A 04 CHECK-OUT","160"
"55470","Cliente 3484","SM DE 02 A 04 CHECK-OUT","123"
"55486","Cliente 4693","BARES TRADICIONAIS","160"
"55502","Cliente 4808","SM DE 05 A 09 CHECK-OUT","104"
"55504","Cliente 7332","MERCEARIA","17"
"55513","Cliente 445","MERCEARIA","64"
"55517","Cliente 4975","CONFEITARIA/PANIFICADORA","52"
"55562","Cliente 9769","BARES TRADICIONAIS","71"
"55570","Cliente 9234","MERCEARIA","17"
"55576","Cliente 321","FORNECEDOR","79"
"55580","Cliente 2755","MERCEARIA","44"
"55584","Cliente 8741","CONFEITARIA/PANIFICADORA","104"
"55588","Cliente 4818","MERCEARIA","82"
"55598","Cliente 4937","SM DE 02 A 04 CHECK-OUT","130"
"55605","Cliente 8972","CONFEITARIA/PANIFICADORA","79"
"55607","Cliente 7891","CONFEITARIA/PANIFICADORA","77"
"55613","Cliente 8367","LOJA DE DEPARTAMENTO","25"
"55618","Cliente 10993","CONFEITARIA/PANIFICADORA","25"
"55623","Cliente 192","MERCEARIA","47"
"55654","Cliente 4639","SM DE 02 A 04 CHECK-OUT","79"
"55677","Cliente 10147","SM DE 02 A 04 CHECK-OUT","79"
"55686","Cliente 10999","CONFEITARIA/PANIFICADORA","77"
"55695","Cliente 3483","CONFEITARIA/PANIFICADORA","19"
"55729","Cliente 8895","SM DE 02 A 04 CHECK-OUT","52"
"55735","Cliente 4620","SM DE 02 A 04 CHECK-OUT","66"
"55752","Cliente 3700","SM DE 02 A 04 CHECK-OUT","79"
"55769","Cliente 5691","SM DE 02 A 04 CHECK-OUT","21"
"55775","Cliente 8087","SM DE 02 A 04 CHECK-OUT","57"
"55781","Cliente 4795","MERCEARIA","4"
"55790","Cliente 10494","CONFEITARIA/PANIFICADORA","79"
"55794","Cliente 11577","CONVENIENCIA","136"
"55798","Cliente 10928","CONFEITARIA/PANIFICADORA","79"
"55810","Cliente 3415","CONFEITARIA/PANIFICADORA","155"
"55816","Cliente 7157","SM DE 02 A 04 CHECK-OUT","144"
"55834","Cliente 10774","MERCEARIA","19"
"55842","Cliente 9422","SM DE 02 A 04 CHECK-OUT","125"
"55856","Cliente 1008","MERCEARIA","143"
"55887","Cliente 112","SM DE 02 A 04 CHECK-OUT","28"
"55890","Cliente 8960","SM DE 02 A 04 CHECK-OUT","25"
"55898","Cliente 4817","BARES TRADICIONAIS","25"
"55910","Cliente 6537","SM DE 02 A 04 CHECK-OUT","35"
"55925","Cliente 3343","SM DE 02 A 04 CHECK-OUT","25"
"55946","Cliente 5313","MERCEARIA","79"
"55967","Cliente 1739","SM DE 02 A 04 CHECK-OUT","79"
"55988","Cliente 4423","RESTAURANTE","52"
"56006","Cliente 10673","CONFEITARIA/PANIFICADORA","61"
"56009","Cliente 1695","BARES TRADICIONAIS","125"
"56014","Cliente 9538","CONFEITARIA/PANIFICADORA","31"
"56016","Cliente 5531","CONFEITARIA/PANIFICADORA","79"
"56018","Cliente 9865","CONFEITARIA/PANIFICADORA","9"
"56043","Cliente 5195","ACOUGUE/VERDUREIRA","24"
"56057","Cliente 3395","MERCEARIA","70"
"56061","Cliente 6300","MERCEARIA","70"
"56063","Cliente 10284","MERCEARIA","25"
"56065","Cliente 9647","CONFEITARIA/PANIFICADORA","79"
"56069","Cliente 3194","BOMBONIERE/BAZAR","72"
"56076","Cliente 6574","ACOUGUE/VERDUREIRA","52"
"56106","Cliente 168","SM DE 02 A 04 CHECK-OUT","52"
"56110","Cliente 4783","SM DE 10 A 19 CHECK-OUT","47"
"56112","Cliente 9476","CONFEITARIA/PANIFICADORA","79"
"56128","Cliente 4929","MERCEARIA","99"
"56130","Cliente 7646","MERCEARIA","99"
"56147","Cliente 7886","MERCEARIA","89"
"56178","Cliente 9659","LIVRARIA/PAPELARIA","17"
"56195","Cliente 9430","CONFEITARIA/PANIFICADORA","104"
"56232","Cliente 8798","MERCEARIA","77"
"56241","Cliente 810","RESTAURANTE","79"
"56267","Cliente 7738","SM DE 02 A 04 CHECK-OUT","7"
"56269","Cliente 593","CONVENIENCIA","25"
"56277","Cliente 4383","SM DE 02 A 04 CHECK-OUT","71"
"56279","Cliente 3557","CONFEITARIA/PANIFICADORA","137"
"56290","Cliente 11164","MERCEARIA","149"
"56303","Cliente 784","SM DE 02 A 04 CHECK-OUT","128"
